Id,Company,Date,Title,Publisher,Link,ProviderPublishTime,Type,Related Company,Text
a2601620-76b3-3a56-b829-0d14bb3db174,MAT,2022-09-20,Thomas the Tank Engine Adds an Autistic Character,TheStreet.com,https://finance.yahoo.com/m/a2601620-76b3-3a56-b829-0d14bb3db174/thomas-the-tank-engine-adds.html,1662812940.0,STORY,RelatedCompany,Text
ff8da09d-9e02-39d4-b16c-95b4a23b4b21,MAT,2022-09-20,"Zacks Industry Outlook Highlights Hasbro, Mattel and JAKKS Pacific",Zacks,https://finance.yahoo.com/news/zacks-industry-outlook-highlights-hasbro-105510843.html,1662720910.0,STORY,"['MAT', 'HAS', 'JAKK', '^GSPC']","[For Immediate ReleaseChicago, IL – September 9, 2022 – Today, Zacks Equity Research discusses Hasbro, Inc. HAS, Mattel, Inc. MAT and JAKKS Pacific, Inc. JAKK.Industry: Toys &amp; GamesLink: https://www.zacks.com/commentary/1977976/3-stocks-to-watch-from-the-promising-toys-games-industryThe Zacks Toys - Games – Hobbies industry has been benefiting from smart toys, STEM toys (Science, Technology, Engineering and Math), sports toys, and fashion dolls and accessories. The industry participants have been undertaking efforts on the digital front and focusing on better execution of marketing and promotional initiatives to drive growth. The industry players, including Hasbro, Inc., Mattel, Inc. and JAKKS Pacific, Inc., are likely to gain from the aforementioned trends.Industry DescriptionThe Zacks Toys - Games – Hobbies industry comprises companies that design, manufacture and sell various games and toys. While traditional toymakers primarily focus on marketing and selling action figures, accessories, dolls, youth electronics and arts and crafts, other industry players develop and market content and services on video game consoles, personal computers and mobile.Some of the industry participants offer video game platforms, playing cards, Karuta and other products along with handheld and home console hardware systems and related software. A few companies also develop and operate retail and online military simulation games and provide multiplayer and single-player games.3 Trends Shaping the Future of Zacks Toys - Games - Hobbies IndustryRobust Demand for Toys: Although the coronavirus pandemic hurt most industries, toymakers have gained from the same. The toy-buying spree continues across the country. Online sales of board games and building sets have been on the rise. Per the NPD Group, U.S. toys sales increased 16% and 13% in 2020 and 2021, respectively. In 2021, unit sales and average selling price (ASP) rose 8% and 4%, respectively.Story continuesAccording to the NPD Group, the three-year compound annual growth rate for the period between 2018 and 2021 was 8%, primarily driven by ASP growth of 8%. Most toy companies are focusing on bolstering their online business. The industry is anticipated to perform robustly in 2022. Per the NPD Group, the U.S. toys industry increased 2% in the first half of 2022 to $11.4 billion.STEM Toys Gaining Popularity: Amid declining sales of traditional toys, the robust demand for STEM toys has come as a breather. The Asia Pacific region has emerged as a major growth driver of STEM toys. Countries like India, Malaysia, Singapore and Thailand are witnessing rising demand for STEM toys. Parents are focusing more on educational toys to teach their children during the pandemic.Per a Technavio report, educational toy sales are likely to grow to $28.4 billion during 2021-2025, witnessing a CAGR of more than 14%. The APAC region is likely to contribute 36% growth. The industry players have been capitalizing on new distribution methods, development of digital-play components, exploration of ventures with other industries, and focusing on international expansion to drive growth. The industry has enormous growth potential in China and Brazil as both countries have a massive population of kids aged zero to 14 years.High Costs Remain Concerns: Cost inflation had a negative impact on the industry due to a rise in raw materials prices. Temporary store closures in some parts of the world, product shortages, lower retail inventories and supply chain disruption have been hurting the industry. Higher employee-related expenses are also hurting the industry. The companies have been resorting to product launches and shifting toward more technology-driven toys to boost sales, which might drive profits in the long haul.However, costs related to the initiatives may prove detrimental to the industry in the near term. Maintaining liquidity has become an arduous task for a number of industry participants in the current scenario.Zacks Industry Rank Indicates Bright ProspectsThe Zacks Toys – Games – Hobbies industry is grouped within the broader Zacks Consumer Discretionary Sector.The group's Zacks Industry Rank, which is basically the average of the Zacks Rank of all the member stocks, indicates encouraging near-term prospects.The Zacks Toys – Games – Hobbies industry currently carries a Zacks Industry Rank #92, which places it in the top 37% of 251 Zacks industries. Our research shows that the top 50% of the Zacks-ranked industries outperform the bottom 50% by a factor of more than 2 to 1. Since Mar 31, 2022, the industry's earnings estimates for the current year have moved north by 7.9%.Before we present a few stocks that investors can take a look at, let's analyze the industry's recent stock-market performance and valuation picture.Industry Outperforms the S&amp;P 500 &amp; SectorThe Zacks Toys – Games – Hobbies industry has outperformed the S&amp;P 500 Index and its sector in the past year. The industry has decreased 9.4% over this period compared with the S&amp;P 500 and the sector's decline of 14.3% and 41.4%, respectively.Industry's Current ValuationComparing the industry with the S&amp;P 500 Index on the basis of forward 12-month price-to-earnings, which is a commonly used multiple for valuing the industry, we see that the industry is trading at 21.29X, higher than the S&amp;P 500's 16.85X and the sector's 18.07X.Over the last five years, the industry has traded as high as 31.97X and as low as 19.37X, with the median being 26.37X.3 Zacks Toys Stocks to Keep an Eye OnJAKKS Pacific: Headquartered in Santa Monica, CA, JAKKS Pacific is a multi-brand company that designs and markets a broad range of toys and consumer products. The company has been benefiting from strategic acquisitions, a solid international footprint, and a focus on innovation and collaborations with popular brands and movie franchises.Moreover, the company realizes the importance of online retailing and has shifted its focus to boosting online sales. It also continues to modify its sales and logistics capabilities to support the same.Shares of this Zacks Rank #1 (Strong Buy) company have appreciated 86% in the past year. Its earnings for 2022 are anticipated to increase 88%. In the past 30 days, the earnings estimate for 2022 has been revised upward by 41.6%. You can see the complete list of today's Zacks #1 Rank stocks here.Mattel: Headquartered in El Segundo, CA, Mattel is the world's largest manufacturer of toys. The robust Barbie brand and Hot Wheels sales are driving its performance. Given a strong product lineup, which includes core brands, licensed brands and lucrative product associations, the company remains well-poised for growth.The Barbie brand continues to instill investor confidence with solid performance. In the second quarter, the Barbie brand's worldwide gross billings witnessed an improvement of 3% on a reported basis and 7% at cc.For 2022, the company anticipates net sales to grow in the range of 8-10% at cc. The adjusted gross margin for 2022 is expected in the range of 47-48%. Adjusted EBITDA for 2022 is expected to be $1,100-$1,125 million, suggesting an increase from $1,007 million reported in 2021.Shares of this Zacks Rank #3 (Hold) company have gained 11.1% in the past year. Its 2022 earnings are anticipated to increase 13.9%. In the past 90 days, the earnings estimates for 2022 have been revised upward by 0.7%.Hasbro: Headquartered in Pawtucket, RI, Hasbro is engaged in the design, manufacture and marketing of games and toys. Hasbro has been witnessing strong gaming demand amid the coronavirus crisis. The company has a top-notch gaming portfolio and is refining gaming experiences across a multitude of platforms like face-to-face gaming, tabletop gaming and digital gaming experiences on mobile.For fiscal 2022, the company anticipates revenues to grow at a low-single-digit rate. Operating profit is expected to grow at a mid-single-digit rate. For fiscal 2022, the company expects to achieve an adjusted operating profit margin of 16%.Shares of this Zacks Rank #3 company have declined 19.2% in the past year. The company's sales for 2022 are anticipated to increase 0.7%. In the past 30 days, earnings estimates for 2022 have been revised upward by 0.2%.Why Haven't You Looked at Zacks' Top Stocks? Our 5 best-performing strategies have blown away the S&amp;P's impressive +28.8% gain in 2021. Amazingly, they soared +40.3%, +48.2%, +67.6%, +94.4%, and +95.3%. Today you can access their live picks without cost or obligation.See Stocks Free &gt;&gt;Join us on Facebook: https://www.facebook.com/ZacksInvestmentResearch/Zacks Investment Research is under common control with affiliated entities (including a broker-dealer and an investment adviser), which may engage in transactions involving the foregoing securities for the clients of such affiliates.Media ContactZacks Investment Research800-767-3771 ext. 9339support@zacks.comhttps://www.zacks.comPast performance is no guarantee of future results. Inherent in any investment is the potential for loss. This material is being provided for informational purposes only and nothing herein constitutes investment, legal, accounting or tax advice, or a recommendation to buy, sell or hold a security. No recommendation or advice is being given as to whether any investment is suitable for a particular investor. It should not be assumed that any investments in securities, companies, sectors or markets identified and described were or will be profitable. All information is current as of the date of herein and is subject to change without notice. Any views or opinions expressed may not reflect those of the firm as a whole. Zacks Investment Research does not engage in investment banking, market making or asset management activities of any securities. These returns are from hypothetical portfolios consisting of stocks with Zacks Rank = 1 that were rebalanced monthly with zero transaction costs. These are not the returns of actual portfolios of stocks. The S&amp;P 500 is an unmanaged index. Visit https://www.zacks.com/performance  for information about the performance numbers displayed in this press release.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Hasbro, Inc. (HAS) : Free Stock Analysis Report Mattel, Inc. (MAT) : Free Stock Analysis Report JAKKS Pacific, Inc. (JAKK) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research]"
0e870221-2c53-3733-9a2d-35fc2b8333d5,MAT,2022-09-20,"Mattel Introduces Bruno the Brake Car, First Autistic Character in Iconic Thomas & Friends Franchise",Business Wire,https://finance.yahoo.com/news/mattel-introduces-bruno-brake-car-130000055.html,1662555600.0,STORY,['MAT'],"[Voiced by an autistic actor, the newest character in Thomas &amp; Friends: All Engines Go was developed in collaboration with the Autistic Self Advocacy Network, Easterseals Southern California, and respected writers and figures with autismClick HERE to download assetsEL SEGUNDO, Calif., September 07, 2022--(BUSINESS WIRE)--Mattel, Inc. (NASDAQ: MAT) announced today the introduction of Bruno, the first autistic character in the iconic Thomas &amp; Friends franchise. Mattel Television developed Bruno in collaboration with respected organizations including the Autistic Self Advocacy Network (ASAN) and Easterseals Southern California, as well as writers and spokespeople with autism including Daniel Share-Strom and Aaron Likens. Voiced by Chuck Smith, an autistic actor, the new series regular will make his debut on the Season 26 premiere of Thomas &amp; Friends: All Engines Go on Monday, September 12 at 8:30 am ET/PT on Cartoonito on Cartoon Network in the U.S. and on September 17 at 8:50 am ET/PT on Treehouse and STACKTV in Canada.This press release features multimedia. View the full release here: https://www.businesswire.com/news/home/20220907005293/en/Bruno will make his debut on the Season 26 premiere of Thomas &amp; Friends: All Engines Go on Monday, September 12 at 8:30 am ET/PT on Cartoonito on Cartoon Network in the U.S. and on September 17 at 8:50 am ET/PT on Treehouse and STACKTV in Canada. (Graphic: Business Wire)Bruno is a joyful, pun-making brake car. He is great at his job and keeps big, heavy cargo steady with his strong brakes—a vital role in Thomas &amp; Friends: All Engines Go. Bruno rolls in reverse at the end of the train, which gives him a unique perspective on the world. Detail-oriented Bruno enjoys schedules, routine, and knows where all the tracks lead on Sodor. Bruno has stairs and a lantern on his bright, red exterior that indicate his emotional state, moving when he is excited or cautious. Bruno’s best day is one spent with his friends, who love and respect him for who he is, just as he loves them back. Through his on-screen presence, Bruno’s rich friendships and important work introduces audiences to a positive, neurodivergent role model. Together with key partners, Mattel carefully curated Bruno’s character to ensure an accurate fictional representation of an autistic child in the real world.Story continues""The most important aspect of Bruno's development was getting autistic input throughout the process of creating the character and his interactions with his world,"" said Zoe Gross, Director of Advocacy at the Autistic Self Advocacy Network (ASAN). ""It was great to be able to contribute to that as part of a team of consultants from ASAN. Autistic people have been involved in all aspects of creating Bruno, from us as consultants to writers on the show and Bruno's voice actor—this makes Bruno ring true as an autistic character. I hope that Bruno will provide viewers with meaningful examples of inclusion in everyday life.""Experts from ASAN and Easterseals Southern California, alongside the creative and writing team at Mattel Television, leveraged years of experience dedicated to the understanding of autism to respectfully and artistically create an accurate, on-screen representation. Through their hard work, dedication and care, Bruno opens the door for global audiences in a way Thomas &amp; Friends has never done before.""Our commitment and contributions alongside Mattel have ensured that an honest version of Bruno is what kids and families across the world will experience,"" said Dr. Paula Pompa Craven, Chief Clinical Officer at Easterseals Southern California. ""Audiences will be able to see the real-life experiences of an autistic child through Bruno, including opportunities to learn and grow alongside him as he demonstrates his ability to give and receive support from his friends.""While Bruno thoughtfully reflects the traits and preferences of some autistic people, one animated character could never encompass the real-life experience of every autistic person. A key character within the Thomas &amp; Friends franchise, Bruno’s introduction will span across all content with appearances in a YouTube series, music album, the Thomas &amp; Friends Storytime podcast, the upcoming Mystery of Lookout Mountain special, and consumer products set to debut later this year.""Bruno’s introduction organically embraces a global audience that is underrepresented and deserves to be celebrated in children’s programming,"" said Christopher Keenan, Senior Vice President &amp; Executive Producer, Global Content Development and Production at Mattel. ""So much care and thought went into the development of his character, and we can’t wait for audiences to meet and love Bruno as much as we do.""In its upcoming season on Cartoonito on Cartoon Network in the U.S. and Treehouse and STACKTV in Canada, Thomas &amp; Friends: All Engines Go is back on track with big adventures fueled by friendship. Thomas and the gang will face unexpected surprises and discover more about one another as they play, learn, and grow together. Featuring new original songs and even bigger adventures, the latest season of Thomas &amp; Friends: All Engines Go welcomes everyone to the Island of Sodor for a toot-ally awesome journey!Thomas &amp; Friends: All Engines Go is co-produced by Mattel and Nelvana, a world-leading producer, distributor, and licensor of children’s animated and live-action content, and is executive produced by Christopher Keenan and Fred Soulie for Mattel and by Colin Bohm, Doug Murphy, and Pam Westman for Nelvana. Nelvana is also the exclusive licensing agent representing non-toy categories for Thomas &amp; Friends in Canada.About MattelMattel is a leading global toy company and owner of one of the strongest catalogs of children’s and family entertainment franchises in the world. We create innovative products and experiences that inspire, entertain, and develop children through play. We engage consumers through our portfolio of iconic brands, including Barbie®, Hot Wheels®, Fisher-Price®, American Girl®, Thomas &amp; Friends®, UNO®, Masters of the Universe®, Monster High® and MEGA®, as well as other popular intellectual properties that we own or license in partnership with global entertainment companies. Our offerings include film and television content, gaming, music, and live events. We operate in 35 locations and our products are available in more than 150 countries in collaboration with the world’s leading retail and ecommerce companies. Since its founding in 1945, Mattel is proud to be a trusted partner in empowering children to explore the wonder of childhood and reach their full potential. Visit us online at mattel.com.About The Autistic Self Advocacy NetworkThe Autistic Self Advocacy Network is a 501(c)(3) nonprofit organization run by and for autistic people. ASAN is a national grassroots disability rights organization for the autistic community. We fight for disability rights. We work to make sure autistic people are included in policy-making, so that laws and policies meet our community’s needs. We work to support all forms of self-advocacy and to change the way people think about autism. Our members and supporters include autistic adults and youth, cross-disability advocates, and non-autistic family members, professionals, educators, and friends.About Easterseals Southern CaliforniaEasterseals is leading the way to full equity, inclusion and access through life-changing disability and community services. For more than 100 years, we have worked tirelessly with our partners to enhance quality of life and expand local access to healthcare, education and employment opportunities. Easterseals Southern California provides essential services and on-the-ground supports to more than 15,000 people each year—from early childhood programs for the critical first five years, to autism services, daily and independent living services for adults, employment programs, veterans’ services and more. Our public education, policy and advocacy initiatives positively shape perceptions and address the urgent and evolving needs of the one in four Americans with disabilities today. Together, we’re empowering people with disabilities, families and communities to be full and equal participants in society. Learn more at www.easterseals.com/southerncal.About NelvanaEntertaining kids for over 50 years, Nelvana is a world-leading international producer and distributor of children's animated and live-action content. Nelvana produces a stable of award-winning and globally renowned brands that focus on comedies, preschool and action series, and ancillary consumer products programs. Nelvana's content airs on Corus Entertainment's kids channels in Canada and in over 180 countries around the world. The Nelvana library has over 4,800 episodes of programming and has received over 70 major international program awards including Emmys® and Canadian Screen Awards. Visit the Nelvana website at nelvana.com. Follow Nelvana Enterprises on Twitter @NelvanaEnt.View source version on businesswire.com: https://www.businesswire.com/news/home/20220907005293/en/ContactsNiki KazakosMattelNiki.Kazakos@mattel.comCasey McDonaldMattelCasey.McDonald@mattel.com]"
381b12f9-503e-3d74-83ff-d002ea5dd88c,MAT,2022-09-20,"Is There Now An Opportunity In Mattel, Inc. (NASDAQ:MAT)?",Simply Wall St.,https://finance.yahoo.com/news/now-opportunity-mattel-inc-nasdaq-115306015.html,1662551586.0,STORY,['MAT'],"[Mattel, Inc. (NASDAQ:MAT), is not the largest company out there, but it saw significant share price movement during recent months on the NASDAQGS, rising to highs of US$25.12 and falling to the lows of US$21.46. Some share price movements can give investors a better opportunity to enter into the stock, and potentially buy at a lower price. A question to answer is whether Mattel's current trading price of US$22.13 reflective of the actual value of the mid-cap? Or is it currently undervalued, providing us with the opportunity to buy? Let’s take a look at Mattel’s outlook and value based on the most recent financial data to see if there are any catalysts for a price change. See our latest analysis for Mattel What's The Opportunity In Mattel?According to my price multiple model, which makes a comparison between the company's price-to-earnings ratio and the industry average, the stock price seems to be justfied. In this instance, I’ve used the price-to-earnings (PE) ratio given that there is not enough information to reliably forecast the stock’s cash flows. I find that Mattel’s ratio of 7.05x is trading slightly below its industry peers’ ratio of 8.62x, which means if you buy Mattel today, you’d be paying a reasonable price for it. And if you believe that Mattel should be trading at this level in the long run, then there’s not much of an upside to gain over and above other industry peers. Although, there may be an opportunity to buy in the future. This is because Mattel’s beta (a measure of share price volatility) is high, meaning its price movements will be exaggerated relative to the rest of the market. If the market is bearish, the company’s shares will likely fall by more than the rest of the market, providing a prime buying opportunity.What does the future of Mattel look like?earnings-and-revenue-growthFuture outlook is an important aspect when you’re looking at buying a stock, especially if you are an investor looking for growth in your portfolio. Buying a great company with a robust outlook at a cheap price is always a good investment, so let’s also take a look at the company's future expectations. Though in the case of Mattel, it is expected to deliver a highly negative earnings growth in the next few years, which doesn’t help build up its investment thesis. It appears that risk of future uncertainty is high, at least in the near term.Story continuesWhat This Means For YouAre you a shareholder? Currently, MAT appears to be trading around industry price multiples, but given the uncertainty from negative returns in the future, this could be the right time to reduce the risk in your portfolio. Is your current exposure to the stock optimal for your total portfolio? And is the opportunity cost of holding a negative-outlook stock too high? Before you make a decision on MAT, take a look at whether its fundamentals have changed.Are you a potential investor? If you’ve been keeping an eye on MAT for a while, now may not be the most optimal time to buy, given it is trading around industry price multiples. This means there’s less benefit from mispricing. In addition to this, the negative growth outlook increases the risk of holding the stock. However, there are also other important factors we haven’t considered today, which can help crystallize your views on MAT should the price fluctuate below the industry PE ratio.If you want to dive deeper into Mattel, you'd also look into what risks it is currently facing. You'd be interested to know, that we found 2 warning signs for Mattel and you'll want to know about these.If you are no longer interested in Mattel, you can use our free platform to see our list of over 50 other stocks with a high growth potential.Have feedback on this article? Concerned about the content? Get in touch with us directly. Alternatively, email editorial-team (at) simplywallst.com.This article by Simply Wall St is general in nature. We provide commentary based on historical data and analyst forecasts only using an unbiased methodology and our articles are not intended to be financial advice. It does not constitute a recommendation to buy or sell any stock, and does not take account of your objectives, or your financial situation. We aim to bring you long-term focused analysis driven by fundamental data. Note that our analysis may not factor in the latest price-sensitive company announcements or qualitative material. Simply Wall St has no position in any stocks mentioned.Join A Paid User Research SessionYou’ll receive a US$30 Amazon Gift card for 1 hour of your time while helping us build better investing tools for the individual investors like yourself. Sign up here]"
