,Id,Company,Date,Title,Publisher,Link,ProviderPublishTime,Type,Related Company,Text
0,3f264283-10c1-3152-8cfe-a1e5c4f323c9,VRSK,2022-09-20,Verisk Continues to Expand Its Property Estimating Ecosystem with Integration of Yembo’s 3-D Models and AI-Driven Insights,GlobeNewswire,https://finance.yahoo.com/news/verisk-continues-expand-property-estimating-130000952.html,1663592400,STORY,RelatedCompany,Text
1,0f9d9456-607a-3818-8f6a-05baca9ea168,VRSK,2022-09-20,Insurers Can Now Target Both Profitability and Growth with Enhanced Verisk Solution,GlobeNewswire,https://finance.yahoo.com/news/insurers-now-target-both-profitability-130000557.html,1663246800,STORY,['VRSK'],"[Verisk Analytics, Inc.JERSEY CITY, N.J., Sept. 15, 2022 (GLOBE NEWSWIRE) -- Insurers looking to find opportunities for profitable growth amid economic volatility can now leverage new insights from Verisk (Nasdaq: VRSK), a leading global data analytics provider. Verisk has launched Profitability Advisor on the MarketStance Commercial Insight platform, further enhancing an already powerful commercial lines market analysis tool.“Insurers have been looking for a solution like this for years,” said Eric Price-Glynn, who heads the Marketstance business for Verisk. “Our enhanced solution helps customers in their pursuit of profitable growth—not just premium growth—by helping them truly realize the power of industry loss data, coupled with our commercial lines forecast.”Profitability Advisor:Helps empower analysts to be able to determine which lines of insurance are driving U.S. profitability by market size segment, class of business, and location in four core lines of business—auto, general liability, property and businessowners.Is based on up to ten years of commercial loss ratio data reported in Verisk’s own insurance database, one of the world’s largest data repositories.Reports highly detailed loss ratios after critical adjustments for credibility and market composition, enabling customers to get right to work pursuing profitable growth, rather than tying up additional actuarial and modeling resources before using the product.Profitability Advisor can be added to any new or existing MarketStance Commercial Insight subscription. Combined with Growth Advisor, Verisk’s premier premium and exposure base forecast for U.S. commercial lines, Profitability Advisor can help enhance the position of MarketStance Commercial Insight customers in their pursuit of profitable growth in these volatile times.To learn more about Profitability Advisor, visit our webpage.About VeriskVerisk (Nasdaq: VRSK) provides data-driven analytic insights and solutions for the insurance and energy industries. Through advanced data analytics, software, scientific research and deep industry knowledge, Verisk empowers customers to strengthen operating efficiency, improve underwriting and claims outcomes, combat fraud, and make informed decisions about global issues including climate change and extreme events as well as political and ESG topics. With offices in more than 30 countries, Verisk consistently earns certification by Great Place to Work and fosters an inclusive culture where all team members feel they belong. For more, visit Verisk.com and the Verisk Newsroom.Story continuesCONTACT: David Novich 201-469-2437 David.Novich@verisk.com]"
2,61ed1566-9796-3177-89aa-313df58a23ec,VRSK,2022-09-20,Verisk Announces Expanded Integration of 360Value® on Duck Creek Platform,GlobeNewswire,https://finance.yahoo.com/news/verisk-announces-expanded-integration-360value-130000140.html,1663074000,STORY,['VRSK'],"[Verisk Analytics, Inc.Verisk Solution Enables Homeowners Insurers to Quickly Access Claims-Driven Replacement Cost Estimates through Duck Creek’s Content ExchangeJERSEY CITY, N.J. , Sept. 13, 2022 (GLOBE NEWSWIRE) -- Verisk, (Nasdaq: VRSK), a leading global data analytics provider, announced today the expanded integration of its 360Value® replacement cost estimates on Duck Creek’s Content Exchange. At a time when supply chain delays and inflation are rapidly changing reconstruction costs, the addition of 360Value for Personal Property will enable homeowners insurers to access localized, continually refreshed data on materials and labor costs from Verisk through the Duck Creek Platform. Verisk’s 360Value is supported by robust data from actual claims and can help insurers provide up-to-date pricing and sufficient coverage amounts.“Quick and easy access to reliable replacement cost estimates is super critical for homeowners insurers in today’s volatile market,” said Rohit Bedi, Chief Revenue Officer, Duck Creek. “With the out-of-box integration of Verisk’s 360Value into the Duck Creek Content Exchange, carriers who use our software will now be able to make faster and more informed underwriting decisions throughout the policy life cycle.”360Value is the latest Verisk product available on Duck Creek’s Content Exchange. Duck Creek customers can currently access a wide range of Verisk tools through the Content Exchange, including 360Value replacement cost estimates for commercial properties, insights into property changes over time and powerful, property claims management solutions.“Supply chain challenges and inflation are making it more important than ever for property insurers to have access to current pricing data on labor and materials,” said Doug Caccese, president of risk assessment, underwriting solutions, Verisk. “Adding our home replacement cost estimates to Duck Creek’s platform will enable insurers to leverage our high-quality data in a new channel, and help ensure that policyholders across the United States can rebuild effectively if their homes are destroyed.”Story continuesAbout Verisk Verisk (Nasdaq: VRSK) provides data-driven analytic insights and solutions for the insurance and energy industries. Through advanced data analytics, software, scientific research and deep industry knowledge, Verisk empowers customers to strengthen operating efficiency, improve underwriting and claims outcomes, combat fraud and make informed decisions about global issues, including climate change and extreme events as well as political and ESG topics. With offices in more than 30 countries, Verisk consistently earns certification by Great Place to Work and fosters an inclusive culture where all team members feel they belong. For more, visit Verisk.com and the Verisk Newsroom.About Duck Creek Technologies Duck Creek Technologies (NASDAQ: DCT) is the intelligent solutions provider defining the future of the property and casualty (P&amp;C) and general insurance industry. We are the platform upon which modern insurance systems are built, enabling the industry to capitalize on the power of the cloud to run agile, intelligent, and evergreen operations. Authenticity, purpose, and transparency are core to Duck Creek, and we believe insurance should be there for individuals and businesses when, where, and how they need it most. Our market-leading solutions are available on a standalone basis or as a full suite, and all are available via Duck Creek OnDemand. Visit www.duckcreek.com to learn more. Follow Duck Creek on our social channels for the latest information – LinkedIn and Twitter.CONTACT: Media contact: David Novich Verisk 201-469-2437 david.novich@verisk.com Carley Bunch Duck Creek Technologies 201-962-6091 carley.bunch@duckcreek.com]"
3,78aa700a-9443-32e1-9c64-3263bbd9763a,VRSK,2022-09-20,Industry leaders to speak at Wood Mackenzie’s Energy & Natural Resources Summit: EMEA 2022,GlobeNewswire,https://finance.yahoo.com/news/industry-leaders-speak-wood-mackenzie-080000577.html,1662969600,STORY,"['BAC', 'VRSK']","[Join executives from QatarEnergy, Anglo American, Capricorn Energy PLC and Bank of America as event covers current energy market trends and outlookLONDON/HOUSTON/SINGAPORE, Sept. 12, 2022 (GLOBE NEWSWIRE) -- With new geopolitical orders affecting the outlook for oil, gas, coal, power and metals markets, there will be significant implications for the European energy transition as countries attempt to achieve Net Zero by 2050.Join Wood Mackenzie’s expert analysts, as well as leaders from across the industry, to hear how governments, companies, and investors can successfully navigate the challenges ahead at the Energy &amp; Natural Resources Summit: EMEA 2022 in London on September 27.As well as exclusive presentations from Wood Mackenzie experts and a top-tier speaker line-up, including representatives from QatarEnergy, SSE, Anglo American, Bank of America and Capricorn Energy PLC, the hybrid in-person and virtual conference provides the opportunity to connect with top renewable developers and utilities, transmission operators, energy regulatory bodies, investment entities, policy-makers, entrepreneurs, and professionals in metals and mining, gas and LNG, upstream and downstream oil.Key themes on the agenda include:• The New Outlook for Commodities• Energy Trilemma – Rebalancing Priorities• Energy Capital Allocation – Can Everyone Win?• Big Growth Opportunities • Keeping the Lights on and Building a Low Carbon Future• Beyond the Upcycle: Winning Over InvestorsThe Energy &amp; Natural Resources Summit will hear from leading experts from across the industry. Joining Simon Flowers, Wood Mackenzie Chairman, Chief Analyst and author of The Edge, will be H.E. Mr Saad Sherida Al-Kaabi, the Qatari Minister of State for Energy Affairs and President &amp; CEO of QatarEnergy, who is a pivotal figure in the global energy market.“QatarEnergy is developing substantial low cost, low carbon intensive LNG capacity in Qatar and the US which will cement Qatar’s global LNG leadership,” said Flowers. “The company has also been one of the industry’s most successful international explorers in recent years with a series of giant discoveries.”Story continuesMore leading experts include:• Alistair Phillips-Davies, Chief Executive, SSE• Maria Garijo, MD, EMEA Natural Resources &amp; Energy Transition, Investment Banking, Bank of America• Peter Schmitz - Head of Macro and Commodity Research, Anglo American• Valentina Kretzschmar, Energy Transition Director, Capricorn Energy PLC• Amy Bowe, Vice President ESG, Africa Oil Corporation• Tom Nelson, Co-Head of Thematic Equity, Ninety One To reserve your place at Wood Mackenzie’s Energy &amp; Natural Resources Summit: EMEA 2022 or for further information, please click on this link. ENDSAbout Wood Mackenzie:Wood Mackenzie, a Verisk Analytics business, is a trusted source of commercial intelligence for the world's natural resources sector. We empower clients to make better strategic decisions, providing objective analysis and advice on assets, companies and markets. For more information, visit: www.woodmac.com or follow us on Twitter @WoodMackenzieWOOD MACKENZIE is a trademark of Wood Mackenzie Limited and is the subject of trademark registrations and/or applications in the European Community, the USA and other countries around the world.About VeriskVerisk (Nasdaq: VRSK) provides data-driven analytic insights and solutions for the insurance and energy industries. Through advanced data analytics, software, scientific research and deep industry knowledge, Verisk empowers customers to strengthen operating efficiency, improve underwriting and claims outcomes, combat fraud and make informed decisions about global issues, including climate change and extreme events as well as political and ESG topics. With offices in more than 30 countries, Verisk consistently earns certification by Great Place to Work and fosters an inclusive culture where all team members feel they belong. For more, visit Verisk.com and the Verisk Newsroom.CONTACT: For further information about the Energy &amp; Natural Resources Summit please contact our events team: events@woodmac.com Media enquiries: Mark Thomton, E: Mark.thomton@woodmac.com, T: +1 630 881 6885 Sonia Kerr, E: Sonia.kerr@woodmac.com, T: +44 7966 480 483]"
4,65b56de8-d5bf-3de7-9b90-469e1e8606c8,VRSK,2022-09-20,Aurenity Leverages Verisk Solutions for Risk Insight and Pricing in E&S Market,GlobeNewswire,https://finance.yahoo.com/news/aurenity-leverages-verisk-solutions-risk-130000284.html,1662642000,STORY,['VRSK'],"[Verisk Analytics, Inc.Tech-enabled Managing General Agent Gains a Better View of Risk with Verisk’s Ecosystem of Pricing and Underwriting ToolsJersey City, N.J., Sept. 08, 2022 (GLOBE NEWSWIRE) -- Aurenity, a new managing general agent (MGA) in the excess and surplus (E&amp;S) insurance market, is continuing its expertise-led and technology-enabled build-out by licensing multiple underwriting and rating solutions from Verisk (Nasdaq: VRSK), a leading global data analytics provider.Founded by insurance entrepreneurs with pedigrees from some of the market’s top-tier carriers, Aurenity plans to launch its initial excess casualty product in the third quarter. The MGA is enabling its market-leading underwriting talent with cutting-edge technology from Verisk to create differentiated risk insight and pricing as part of its ‘Augment’ models.“We are a business built by and for underwriting expertise, focused on creating the kind of differentiated insight that is very uncommon amongst our peers,” said Patrick Safino, Aurenity’s COO. “Verisk’s unrivaled actuarial expertise, predictive models, and rich underwriting data analytics will enable us to make more informed decisions with highly sophisticated risk selection and pricing segmentation, providing us with a powerful platform for profitable growth.”Aurenity has used a variety of Verisk products and services to help develop its platform, including:Insurance consulting: Actuarial experts in Verisk’s Insurance Consulting unit have helped Aurenity develop customized rating plans.Predictive analytics for rating: Aurenity has implemented ISO Risk Analyzer® Businessowners, a powerful predictive modeling tool that analyzes hundreds of indicators to estimate expected losses by specific peril, at a high geographic resolution.Underwriting insights powered by artificial intelligence (AI): Aurenity is also leveraging Verisk’s LightSpeed® Small Commercial, which applies AI and machine learning to large volumes of unstructured data, providing timely and actionable insights on businesses across the United States.Story continues“In an era of rising social and economic inflation, understanding the drivers of potential claims volatility is vital for risk selection and underwriting profitability,” said Ron Beiderman, senior vice president, core line products at Verisk. “Aurenity is poised to capitalize on the speed, accuracy and consistency of underwriting data, predictive modeling and hands-on actuarial expertise only Verisk can provide.”About Verisk Verisk (Nasdaq: VRSK) provides data-driven analytic insights and solutions for the insurance and energy industries. Through advanced data analytics, software, scientific research and deep industry knowledge, Verisk empowers customers to strengthen operating efficiency, improve underwriting and claims outcomes, combat fraud, and make informed decisions about global issues including climate change and extreme events as well as political and ESG topics. With offices in more than 30 countries, Verisk consistently earns certification by Great Place to Work and fosters an inclusive culture where all team members feel they belong. For more, visit Verisk.com and the Verisk Newsroom.About AurenityAurenity is blending market leading underwriting talent with cutting edge analytics to create a new MGA for the E&amp;S market. Founded by underwriting experts with a common interest in technology, our team shares over a century of experience at top tier carriers. Harnessing our sophisticated ‘Augment™’ risk models, our underwriters have access to better data and smarter analytics to deliver cross cycle profit for our partners. Aurenity, where expertise meets innovation. Learn more at www.aurenity.comCONTACT: Verisk Media Contact: Michelle Pantina 551-500-7327 michelle.pantina@verisk.com Aurenity Media Contact: Patrick Safino 860-670-5373 patrick.safino@aurenity.com]"
5,5ee22372-704a-376e-9b9e-ef43ec68e10f,VRSK,2022-09-20,Verisk Expands Geospatial ESG Risk Capabilities with New Industry Risk Analytics,GlobeNewswire,https://finance.yahoo.com/news/verisk-expands-geospatial-esg-risk-110000363.html,1662634800,STORY,['VRSK'],"[Verisk Analytics, Inc.LONDON, Sept. 08, 2022 (GLOBE NEWSWIRE) -- Verisk Maplecroft, a global risk analytics business of Verisk (Nasdaq: VRSK), has launched its new Industry Risk Analytics to provide companies, insurers and financial institutions with a new geospatial risk solution that identifies the exposure of 80 sectors to 52 different ESG and political risks across 198 countries. The data can be used to underpin and strengthen analysis of a wide range of risks impacting operations, supply chains and investments globally by offering in-depth insight into how country-level risks vary between industries.The dataset draws on over 50 of Verisk Maplecroft’s 170+ global risk indices, combining them with proprietary global and local industry risk factors to deliver precise risk scores for each sector in all countries. Issues covered include labour rights, such as modern slavery, child labour, fair wages and working hours; environmental risks, including water stress, climate change vulnerability, pollution, heat stress and natural hazards; and political risks covering corruption, conflict intensity and civil unrest.The Industry Risk Analytics are the latest innovation from Verisk Maplecroft as it strives to provide global business and finance with the single most comprehensive source of geospatial global risk data and analytics. They form the latest addition to Verisk’s growing suite of sustainability and resilience exposure analytics, which include extreme event models and global geospatial datasets covering the full spectrum of ESG, political, climate and energy transition risks.“Providing a universal foundation for ESG and political risk analysis, the Industry Risk Analytics will enable more precise assessment of inherent risk exposures, helping businesses, banks, insurers and investors get a more granular view of industry-specific risks at the operational, supply chain, portfolio, asset and project level,” says Sam Haynes, Head of Risk Analytics at Verisk Maplecroft. “Users can explore how inherent risks vary from place to place and by industry activity, enabling a holistic understanding of locational risk to support smarter, more informed decisions and mitigating actions.”Story continuesThe methodologies used to create the analytics feature Verisk Maplecroft’s vast array of unstructured, geospatial, expert-derived and structured data, which offer an alternative contextual risk perspective to the analyst assessed, disclosure-based and controversy datasets that are typically used to assess ESG risks. This means both the underlying data and the analytics themselves are independent, scalable and can deliver a robust, universally applicable risk assessment solution.“The veracity of the top-down mainstream ESG datasets from major ratings providers has come under recent scrutiny,” adds Verisk Maplecroft’s President Matt Moshiri. “This points to a need for a bottom-up approach that can robustly assess inherent ESG risk exposure, alongside dynamic political issues, more accurately than ever before – this is where we aim to make the difference.”For more information on Verisk Maplecroft’s Industry Risk Analytics, visit www.maplecroft.comAbout Verisk MaplecroftAs organisations strive to understand and adapt to a fast-moving world, Verisk Maplecroft empowers them to put the environment, human rights and political risk at the heart of their decision-making. We do this by providing unparalleled intelligence on sustainability, resilience and ESG – stitching together these disparate issues into an interconnected global view, built upon objective insight and data. By thinking ‘big picture’ we capture what matters most to our partners; making positive outcomes possible in a time of change; helping people, business and societies become stronger; creating value with values. Verisk Maplecroft is a Verisk business (NASDAQ:VRSK).For more information visit: www.maplecroft.comAbout VeriskVerisk (Nasdaq: VRSK) provides data-driven analytic insights and solutions for the insurance and energy industries. Through advanced data analytics, software, scientific research and deep industry knowledge, Verisk empowers customers to strengthen operating efficiency, improve underwriting and claims outcomes, combat fraud and make informed decisions about global issues, including climate change and extreme events as well as political and ESG topics. With offices in more than 30 countries, Verisk consistently earns certification by Great Place to Work and fosters an inclusive culture where all team members feel they belong. For more, visit Verisk.com and the Verisk Newsroom.CONTACT: Jason McGeown Director – PR Verisk Maplecroft E: jason.mcgeown@maplecroft.com T: +44 (0) 7768 789567]"
6,c681fe96-0057-3bb4-8eaf-579babe3bd99,VRSK,2022-09-20,12 Best AI Stocks To Buy Now,Insider Monkey,https://finance.yahoo.com/news/12-best-ai-stocks-buy-191840155.html,1662491920,STORY,['VRSK'],[]
7,18052a5f-c800-353b-8ff0-05b91d1e3c64,VRSK,2022-09-20,10 Best Tech Stocks to Buy According to GuardCap Asset Management,Insider Monkey,https://finance.yahoo.com/news/10-best-tech-stocks-buy-120004292.html,1662465604,STORY,['VRSK'],[]
8,35e85fd7-6353-31b3-a350-5411e45ca1d5,SCHW,2022-09-20,The Charles Schwab Corporation (NYSE:SCHW) insiders sold US$175m worth of stock suggesting impending weakness.,Simply Wall St.,https://finance.yahoo.com/news/charles-schwab-corporation-nyse-schw-110029264.html,1663671629,STORY,RelatedCompany,Text
9,56681435-40a3-3f31-b387-dd4810789d81,SCHW,2022-09-20,Guide to Dividend Aristocrat ETFs,Zacks,https://finance.yahoo.com/news/guide-dividend-aristocrat-etfs-142602505.html,1663597562,STORY,"['^GSPC', 'SCHW']","[The year 2022 has been marked by huge volatility and uncertainty, which have raised the appeal of dividend investing. Though this does not offer dramatic price appreciation, the strategy is a major source of consistent income for investors in any market.This is especially true as dividend-focused products offer safety in the form of payouts and stability through mature companies that are less volatile to the large swings in stock prices. The dividend-paying securities are major sources of consistent income for investors when returns from equity markets are at risk. Further, these products are proven outperformers over the long term.While there are plenty of options in the dividend ETF world, zeroing in on the dividend aristocrats could be a wise move in the current market environment, which has been ruffled by higher inflation, aggressive Fed rate hikes and geopolitical issues (read: Invest in Quality ETFs to Fight Volatility).Why Dividend Aristocrats?Dividend aristocrats are blue-chip dividend-paying companies with a long history of increasing dividend payments year over year. These generally act as a hedge against economic uncertainty and provide downside protection by offering outsized payouts or sizable yields on a regular basis. Additionally, aristocrats tend to skew the portfolio to less-volatile sectors and mature companies.Additionally, these stocks have superior fundamentals that make dividend growth a quality and promising investment for the long term. These include a sustainable business model, a long track of profitability, rising cash flows, good liquidity, a strong balance sheet and some value characteristics. Further, a history of strong dividend growth indicates a likely hike in the future.Investors should note that the dividend aristocrat funds offer more dividend growth opportunities compared to the other products in the space but might not necessarily have the highest yields. Further, these products lead to a healthy portfolio with a greater scope of capital appreciation as opposed to the simple dividend-paying stocks or those with high yields.As a result, these products provide a nice combination of annual dividend growth and capital appreciation opportunity, and are mainly suitable for risk-averse, long-term investors. For them, we have highlighted some popular ETFs that could be excellent choices:Vanguard Dividend Appreciation ETF VIGVanguard Dividend Appreciation ETF is the largest and the most popular ETF in the dividend space, with AUM of $61.8 billion and an average daily volume of 1.3 million shares. The fund follows the S&amp;P U.S. Dividend Growers Index, which is composed of large-cap stocks that have a record of raising dividends every year. Vanguard Dividend Appreciation ETF holds 289 securities in the basket, with none accounting for more than 4.2% share. The fund charges 6 bps in annual fees and has a Zacks ETF Rank #1 (Strong Buy) with a Medium risk outlook.SPDR S&amp;P Dividend ETF SDYWith AUM of $22.1 billion, SPDR S&amp;P Dividend ETF provides well-diversified exposure to 119 U.S. stocks that have consistently increased their dividend for at least 20 consecutive years. This can be done by tracking the S&amp;P High Yield Dividend Aristocrats Index. Each firm accounts for no more than 1.7% of the assets. SPDR S&amp;P Dividend ETF charges 35 bps in fees and trades in an average daily of 515,000 shares. It has a Zacks ETF Rank #2 (Buy) with a Medium risk outlook (read: Fearing a September Lull? Buy These 5 ETFs).iShares Select Dividend ETF DVYiShares Select Dividend ETF provides exposure to the companies with a consistent five-year history of dividend payments. It follows the Dow Jones U.S. Select Dividend Index and holds 99 securities in its basket with each accounting for less than 2.2% of the assets. iShares Select Dividend ETF has AUM of $22.5 billion and charges 38 bps in fees per year from investors. It trades in average daily volume of 652,000 shares and has a Zacks ETF Rank #2 with a Medium risk outlook.Schwab U.S. Dividend Equity ETF SCHDWith AUM of $37.2 billion, Schwab U.S. Dividend Equity ETF offers exposure to 105 high-dividend yielding U.S. companies that have a record of consistent dividend payments supported by fundamental strength based on financial ratios and ample liquidity. This can be easily done by tracking the Dow Jones U.S. Dividend 100 Index. Schwab U.S. Dividend Equity ETF charges 6 bps in annual fees and trades in an average daily volume of 3 million shares. It has a Zacks ETF Rank #3 with a Medium risk outlook (read: 5 Most-Loved Dividend ETFs of This Year).iShares Core Dividend Growth ETF DGROiShares Core Dividend Growth ETF provides exposure to companies having a history of consistently growing dividends by tracking the Morningstar US Dividend Growth Index. It holds 414 stocks in its basket, with each accounting for less than 3.1% share. iShares Core Dividend Growth ETF has accumulated $24 billion in its asset base and charges 8 bps in fees per year. It trades in an average daily volume of 1.5 million shares and has a Zacks ETF Rank #1 (Strong Buy) with a Medium risk outlook.ProShares S&amp;P 500 Aristocrats ETF NOBLProShares S&amp;P 500 Aristocrats ETF provides exposure exclusively to the high-quality companies that have not just paid dividends but have raised them in at least 25 consecutive years, with most doing so for 40 years or more. It follows the S&amp;P 500 Dividend Aristocrats Index and holds 64 securities in its basket, with each accounting for less than 2.2% share. ProShares S&amp;P 500 Aristocrats ETF has amassed $10.1 billion in its asset base and trades in an average daily volume of 392,000 shares. It has an expense ratio of 0.35% and has a Zacks ETF Rank #3 with a Medium risk outlook.WisdomTree U.S. Quality Dividend Growth Fund DGRWWisdomTree U.S. Quality Dividend Growth Fund tracks the WisdomTree U.S. Quality Dividend Growth Index and offers diversified exposure to U.S. dividend-paying stocks with both growth and quality characteristics like long-term earnings growth expectations and three-year historical averages for return on equity and return on assets. It has gathered $6.8 billion in its asset base and charges 28 bps in fees per year from its investors. WisdomTree U.S. Quality Dividend Growth Fund holds 297 securities in its basket, with each accounting for no more than 5.2% share. It trades in volume of 538,000 per share on average and has a Zacks ETF Rank #2 with a Medium risk outlook.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report WisdomTree U.S. Quality Dividend Growth ETF (DGRW): ETF Research Reports SPDR S&amp;P Dividend ETF (SDY): ETF Research Reports Vanguard Dividend Appreciation ETF (VIG): ETF Research Reports ProShares S&amp;P 500 Dividend Aristocrats ETF (NOBL): ETF Research Reports iShares Select Dividend ETF (DVY): ETF Research Reports iShares Core Dividend Growth ETF (DGRO): ETF Research Reports Schwab U.S. Dividend Equity ETF (SCHD): ETF Research Reports To read this article on Zacks.com click here. Zacks Investment Research]"
