ff26c5e7-3cd1-3234-a3f2-ae3e34069bc7,JPM,2022-9-20,JPMorgan Names Wai Mei Hong Senior Country Officer for Singapore,Bloomberg,https://finance.yahoo.com/news/jpmorgan-names-wai-mei-hong-053055953.html,1663651855,STORY
7d041b57-4011-30ed-9098-4d0e0e837c33,JPM,2022-9-20,Chinese Crypto Tycoon-Backed Bitdeer Buys Asia’s ‘Fort Knox’,Bloomberg,https://finance.yahoo.com/news/chinese-crypto-tycoon-backed-bitdeer-024132700.html,1663641692,STORY
2c96ec72-da20-3d63-a9c0-b79a83010f04,JPM,2022-9-20,China EV Maker Leapmotor Seeks Up to $1 Billion in H.K. IPO,Bloomberg,https://finance.yahoo.com/news/china-ev-maker-leapmotor-seeks-021147837.html,1663639907,STORY
970d9f26-d99e-35e5-af26-0198f098a4a4,JPM,2022-9-20,"Banking giant eyes new Dulles airport lounge, following Capital One",American City Business Journals,https://finance.yahoo.com/m/970d9f26-d99e-35e5-af26-0198f098a4a4/banking-giant-eyes-new-dulles.html,1663613885,STORY
040e798e-77b6-3bb1-a386-7efc45585f72,JPM,2022-9-20,JPMorgan and Goldman are still top dogs in investment banking but business shrinks significantly in 2022,MarketWatch,https://finance.yahoo.com/m/040e798e-77b6-3bb1-a386-7efc45585f72/jpmorgan-and-goldman-are.html,1663608480,STORY
75bb399f-698b-389b-93ce-3fab3f249e90,JPM,2022-9-20,A JPMorgan Chase & Co. (NYSE:JPM) insider increased their holdings by 0.5% last year,Simply Wall St.,https://finance.yahoo.com/news/jpmorgan-chase-co-nyse-jpm-120015720.html,1663588815,STORY
449848a0-2394-3d47-a820-c8d5b1dde17d,JPM,2022-9-20,Big Regional Banks Might Face New Rules for Dealing With a Crisis,The Wall Street Journal,https://finance.yahoo.com/m/449848a0-2394-3d47-a820-c8d5b1dde17d/big-regional-banks-might-face.html,1663495200,STORY
4416005e-67f9-3aa8-8533-13667524ec90,JPM,2022-9-20,JPMorgan reduces credit to China's Tsingshan and metal clients globally,Reuters,https://finance.yahoo.com/news/jpmorgan-reduces-credit-chinas-tsingshan-184705452.html,1663354025,STORY
b6f81863-8944-3eee-86dc-3f4fc17b8d30,JPM,2022-9-22,"UPDATE 1-U.S. lawmakers pile pressure on big banks over China ties, Taiwan",Reuters,https://finance.yahoo.com/news/1-u-lawmakers-pile-pressure-091142804.html,1663837902,STORY
67704787-1ee0-3811-bede-f42fef7c97e0,JPM,2022-9-22,"U.S. lawmakers pile pressure on big banks over China ties, Taiwan",Reuters,https://finance.yahoo.com/news/u-lawmakers-pile-pressure-big-040100959.html,1663819260,STORY
4ec2c08f-7182-3613-9fae-1a311080d31e,JPM,2022-9-22,Wall Street CEOs Cautious About Path of U.S. Economy,The Wall Street Journal,https://finance.yahoo.com/m/4ec2c08f-7182-3613-9fae-1a311080d31e/wall-street-ceos-cautious.html,1663794660,STORY
a0d30336-b4ff-3e41-b447-88429ebeb18a,JPM,2022-9-22,Bank CEOs give testimonies in front of Congress,Yahoo Finance Video,https://finance.yahoo.com/video/bank-ceos-testimonies-front-congress-203454709.html,1663792494,VIDEO
45e3b073-24b8-32d2-a770-a67e5990c747,JPM,2022-9-22,Big U.S. banks' prime rate soars to highest since 2008 financial crisis,Reuters,https://finance.yahoo.com/news/jpmorgan-citigroup-hike-prime-rate-203246645.html,1663792366,STORY
736a3694-5e81-327c-808a-c656c5f0960f,JPM,2022-9-22,UPDATE 3-Big U.S. banks' prime rate soars to highest since 2008 financial crisis,Reuters,https://finance.yahoo.com/news/1-jpmorgan-citigroup-hike-prime-203114516.html,1663792274,STORY
c4b2fc1b-6016-3a83-a419-3ed8a6b1364a,JPM,2022-9-22,15 Best Stocks To Invest In Right Now,Insider Monkey,https://finance.yahoo.com/news/15-best-stocks-invest-now-190542583.html,1663787142,STORY
0966299a-27f7-3155-8722-4205da478707,JPM,2022-9-22,'A real game changer': JPMorgan Chase opens new office at 1900 N. Akard building,American City Business Journals,https://finance.yahoo.com/m/0966299a-27f7-3155-8722-4205da478707/%27a-real-game-changer%27%3A.html,1663781538,STORY
6dc1e3d4-9291-34e6-a706-53c695ef7dde,JPM,2022-9-23,Oil Set for Fourth Weekly Loss With Rate Hikes Darkening Outlook,Bloomberg,https://finance.yahoo.com/news/oil-set-fourth-weekly-loss-000930879.html,1663934433,STORY
d1c07f7e-4f19-3eda-aff7-1b086bc89157,JPM,2022-9-23,The Made.com roll of dishonour,Financial Times,https://finance.yahoo.com/m/d1c07f7e-4f19-3eda-aff7-1b086bc89157/the-made.com-roll-of-dishonour.html,1663930061,STORY
971c78c3-eced-39c7-b749-7d7cbe9e0fd5,JPM,2022-9-23,How JPMorgan’s plan to kill credit cards split the bank,Financial Times,https://finance.yahoo.com/m/971c78c3-eced-39c7-b749-7d7cbe9e0fd5/how-jpmorgan%E2%80%99s-plan-to-kill.html,1663905615,STORY
d6f49be7-cb02-3c8a-be7d-acf30ef512c6,JPM,2022-9-23,JPMorgan Chase & Co. (JPM) Dips More Than Broader Markets: What You Should Know,Zacks,https://finance.yahoo.com/news/jpmorgan-chase-co-jpm-dips-214509273.html,1663883109,STORY
7fe3c624-5e5d-3f61-a473-7284e959ce88,JPM,2022-9-23,"JPMorgan's Jamie Dimon, bank executives testify to Congress on inflation outlook",Yahoo Finance Video,https://finance.yahoo.com/video/jpmorgans-jamie-dimon-bank-executives-203918853.html,1663879158,VIDEO
f3a130bb-a399-356a-b974-46a9ae132613,JPM,2022-9-23,Ultra-Short Bond ETFs to Hedge Against Rising Rates,Zacks,https://finance.yahoo.com/news/ultra-short-bond-etfs-hedge-151503818.html,1663859703,STORY
338a25b0-2430-3bb1-8f4e-44a380461214,JPM,2022-9-23,Novavax stock dives after JPMorgan downgrades shares,Yahoo Finance Video,https://finance.yahoo.com/video/novavax-stock-dives-jpmorgan-downgrades-145338151.html,1663858418,VIDEO
4de654e3-b2e5-3e7b-8651-73f32372e983,JPM,2022-9-23,Jamie Dimon told Congress that crypto is nothing but a ‘decentralized Ponzi scheme’,Fortune,https://finance.yahoo.com/news/jamie-dimon-told-congress-crypto-112527469.html,1663845927,STORY
6dc1e3d4-9291-34e6-a706-53c695ef7dde,JPM,2022-9-24,Oil Falls Below $80 En Route to Biggest Run of Weekly Losses This Year,Bloomberg,https://finance.yahoo.com/news/oil-set-fourth-weekly-loss-000930879.html,1663960566,STORY
e144504a-e977-3d50-bd66-9bbea1b4cdb3,JPM,2022-9-24,Insiders who bought in the last 12 months lose an additional US$26k as JPMorgan Chase & Co. (NYSE:JPM) drops to US$327b,Simply Wall St.,https://finance.yahoo.com/news/insiders-bought-last-12-months-130015848.html,1663938015,STORY
d1c07f7e-4f19-3eda-aff7-1b086bc89157,JPM,2022-9-24,The Made.com roll of dishonour,Financial Times,https://finance.yahoo.com/m/d1c07f7e-4f19-3eda-aff7-1b086bc89157/the-made.com-roll-of-dishonour.html,1663930061,STORY
971c78c3-eced-39c7-b749-7d7cbe9e0fd5,JPM,2022-9-24,How JPMorgan’s plan to kill credit cards split the bank,Financial Times,https://finance.yahoo.com/m/971c78c3-eced-39c7-b749-7d7cbe9e0fd5/how-jpmorgan%E2%80%99s-plan-to-kill.html,1663905615,STORY
d6f49be7-cb02-3c8a-be7d-acf30ef512c6,JPM,2022-9-24,JPMorgan Chase & Co. (JPM) Dips More Than Broader Markets: What You Should Know,Zacks,https://finance.yahoo.com/news/jpmorgan-chase-co-jpm-dips-214509273.html,1663883109,STORY
7fe3c624-5e5d-3f61-a473-7284e959ce88,JPM,2022-9-24,"JPMorgan's Jamie Dimon, bank executives testify to Congress on inflation outlook",Yahoo Finance Video,https://finance.yahoo.com/video/jpmorgans-jamie-dimon-bank-executives-203918853.html,1663879158,VIDEO
f3a130bb-a399-356a-b974-46a9ae132613,JPM,2022-9-24,Ultra-Short Bond ETFs to Hedge Against Rising Rates,Zacks,https://finance.yahoo.com/news/ultra-short-bond-etfs-hedge-151503818.html,1663859703,STORY
338a25b0-2430-3bb1-8f4e-44a380461214,JPM,2022-9-24,Novavax stock dives after JPMorgan downgrades shares,Yahoo Finance Video,https://finance.yahoo.com/video/novavax-stock-dives-jpmorgan-downgrades-145338151.html,1663858418,VIDEO
6dc1e3d4-9291-34e6-a706-53c695ef7dde,JPM,2022-9-25,Oil Falls Below $80 En Route to Biggest Run of Weekly Losses This Year,Bloomberg,https://finance.yahoo.com/news/oil-set-fourth-weekly-loss-000930879.html,1663960566,STORY
e144504a-e977-3d50-bd66-9bbea1b4cdb3,JPM,2022-9-25,Insiders who bought in the last 12 months lose an additional US$26k as JPMorgan Chase & Co. (NYSE:JPM) drops to US$327b,Simply Wall St.,https://finance.yahoo.com/news/insiders-bought-last-12-months-130015848.html,1663938015,STORY
d1c07f7e-4f19-3eda-aff7-1b086bc89157,JPM,2022-9-25,The Made.com roll of dishonour,Financial Times,https://finance.yahoo.com/m/d1c07f7e-4f19-3eda-aff7-1b086bc89157/the-made.com-roll-of-dishonour.html,1663930061,STORY
971c78c3-eced-39c7-b749-7d7cbe9e0fd5,JPM,2022-9-25,How JPMorgan’s plan to kill credit cards split the bank,Financial Times,https://finance.yahoo.com/m/971c78c3-eced-39c7-b749-7d7cbe9e0fd5/how-jpmorgan%E2%80%99s-plan-to-kill.html,1663905615,STORY
d6f49be7-cb02-3c8a-be7d-acf30ef512c6,JPM,2022-9-25,JPMorgan Chase & Co. (JPM) Dips More Than Broader Markets: What You Should Know,Zacks,https://finance.yahoo.com/news/jpmorgan-chase-co-jpm-dips-214509273.html,1663883109,STORY
7fe3c624-5e5d-3f61-a473-7284e959ce88,JPM,2022-9-25,"JPMorgan's Jamie Dimon, bank executives testify to Congress on inflation outlook",Yahoo Finance Video,https://finance.yahoo.com/video/jpmorgans-jamie-dimon-bank-executives-203918853.html,1663879158,VIDEO
f3a130bb-a399-356a-b974-46a9ae132613,JPM,2022-9-25,Ultra-Short Bond ETFs to Hedge Against Rising Rates,Zacks,https://finance.yahoo.com/news/ultra-short-bond-etfs-hedge-151503818.html,1663859703,STORY
338a25b0-2430-3bb1-8f4e-44a380461214,JPM,2022-9-25,Novavax stock dives after JPMorgan downgrades shares,Yahoo Finance Video,https://finance.yahoo.com/video/novavax-stock-dives-jpmorgan-downgrades-145338151.html,1663858418,VIDEO
ede87cc4-ec4e-3028-ab21-4cdc36db55e3,JPM,2022-9-26,Europe Firms That Refinance Bonds Face Highest Costs on Record,Bloomberg,https://finance.yahoo.com/news/europe-firms-refinance-bonds-face-082152834.html,1664183973,STORY
131aaa98-9d10-340c-b382-a41b23e74c8e,JPM,2022-9-26,China’s Leapmotor Said to Raise $800 Million in Hong Kong IPO,Bloomberg,https://finance.yahoo.com/news/chinese-ev-maker-leapmotor-raises-002106278.html,1664151666,STORY
6dc1e3d4-9291-34e6-a706-53c695ef7dde,JPM,2022-9-26,Oil Falls Below $80 En Route to Biggest Run of Weekly Losses This Year,Bloomberg,https://finance.yahoo.com/news/oil-set-fourth-weekly-loss-000930879.html,1663960566,STORY
e144504a-e977-3d50-bd66-9bbea1b4cdb3,JPM,2022-9-26,Insiders who bought in the last 12 months lose an additional US$26k as JPMorgan Chase & Co. (NYSE:JPM) drops to US$327b,Simply Wall St.,https://finance.yahoo.com/news/insiders-bought-last-12-months-130015848.html,1663938015,STORY
d1c07f7e-4f19-3eda-aff7-1b086bc89157,JPM,2022-9-26,The Made.com roll of dishonour,Financial Times,https://finance.yahoo.com/m/d1c07f7e-4f19-3eda-aff7-1b086bc89157/the-made.com-roll-of-dishonour.html,1663930061,STORY
971c78c3-eced-39c7-b749-7d7cbe9e0fd5,JPM,2022-9-26,How JPMorgan’s plan to kill credit cards split the bank,Financial Times,https://finance.yahoo.com/m/971c78c3-eced-39c7-b749-7d7cbe9e0fd5/how-jpmorgan%E2%80%99s-plan-to-kill.html,1663905615,STORY
d6f49be7-cb02-3c8a-be7d-acf30ef512c6,JPM,2022-9-26,JPMorgan Chase & Co. (JPM) Dips More Than Broader Markets: What You Should Know,Zacks,https://finance.yahoo.com/news/jpmorgan-chase-co-jpm-dips-214509273.html,1663883109,STORY
7fe3c624-5e5d-3f61-a473-7284e959ce88,JPM,2022-9-26,"JPMorgan's Jamie Dimon, bank executives testify to Congress on inflation outlook",Yahoo Finance Video,https://finance.yahoo.com/video/jpmorgans-jamie-dimon-bank-executives-203918853.html,1663879158,VIDEO
46c5e0ee-178d-32c8-8a97-a14126116da8,JPM,2022-9-27,J.P. Morgan Asset Management Expands Tax-Smart Platform with the Addition of J.P. Morgan Tax-Managed U.S. - Large Cap Leaders SMA,PR Newswire,https://finance.yahoo.com/news/j-p-morgan-asset-management-120000207.html,1664280000,STORY
d9175ac6-ee7c-32ad-a565-29e748416af0,JPM,2022-9-27,Apple Turns to the Pros,The Wall Street Journal,https://finance.yahoo.com/m/d9175ac6-ee7c-32ad-a565-29e748416af0/apple-turns-to-the-pros.html,1664278380,STORY
ffdbec82-0e1e-3cc5-9ec4-bac8267f3526,JPM,2022-9-27,Insiders who purchased JPMorgan Chase & Co. (NYSE:JPM) earlier this year lose an additional US$29k as the stock sinks to US$107,Simply Wall St.,https://finance.yahoo.com/news/insiders-purchased-jpmorgan-chase-co-110108463.html,1664276468,STORY
74425323-bf74-319a-b438-36775b9de9ba,JPM,2022-9-27,India Unwilling to Bend for Index Inclusion to Bring in Billions,Bloomberg,https://finance.yahoo.com/news/india-unwilling-relent-tax-stance-091534995.html,1664274812,STORY
917a09f7-c4f6-3e5f-b30a-e9380d47a37a,JPM,2022-9-27,Should JPMorgan Diversified Return U.S. Small Cap Equity ETF (JPSE) Be on Your Investing Radar?,Zacks,https://finance.yahoo.com/news/jpmorgan-diversified-return-u-small-102010076.html,1664274010,STORY
648ab5d0-f61f-3cea-b922-877b597dbe3d,JPM,2022-9-27,10 Best Dividend Growth Stocks to Buy Now,Insider Monkey,https://finance.yahoo.com/news/10-best-dividend-growth-stocks-202431757.html,1664223871,STORY
8879e605-a971-3ad4-accf-2dfc2d89aa1a,JPM,2022-9-27,Banks Could Get Nudged Out of Leveraged Lending,The Wall Street Journal,https://finance.yahoo.com/m/8879e605-a971-3ad4-accf-2dfc2d89aa1a/banks-could-get-nudged-out-of.html,1664195580,STORY
ede87cc4-ec4e-3028-ab21-4cdc36db55e3,JPM,2022-9-27,Europe Firms That Refinance Bonds Face Highest Costs on Record,Bloomberg,https://finance.yahoo.com/news/europe-firms-refinance-bonds-face-082152834.html,1664183973,STORY
6c0673ae-9ffe-3910-933d-ec6f982b54bc,JPM,2022-9-28,RPT-JPMorgan doubles down on UK retail bank Chase,Reuters,https://finance.yahoo.com/news/rpt-jpmorgan-doubles-down-uk-110000336.html,1664362800,STORY
e0a609f2-053d-3fa3-a0a0-95fbb3826f42,JPM,2022-9-28,JPMorgan’s digital bank Chase UK hits 1mn customers,Financial Times,https://finance.yahoo.com/m/e0a609f2-053d-3fa3-a0a0-95fbb3826f42/jpmorgan%E2%80%99s-digital-bank-chase.html,1664341224,STORY
7bf848e8-9085-3add-ba8e-24c0da6c7f05,JPM,2022-9-28,Chase Exceeds One Million U.K. Customers as It Marks First Anniversary,Business Wire,https://finance.yahoo.com/news/chase-exceeds-one-million-u-050000524.html,1664341200,STORY
74425323-bf74-319a-b438-36775b9de9ba,JPM,2022-9-28,India Unwilling to Bend for Index Inclusion to Bring in Billions,Bloomberg,https://finance.yahoo.com/news/india-unwilling-relent-tax-stance-091534995.html,1664324860,STORY
7bdeafcf-2352-3b6b-9729-3146bc818146,JPM,2022-9-28,JPMorgan doubles down on UK retail bank Chase,Reuters,https://finance.yahoo.com/news/jpmorgan-doubles-down-uk-retail-230507361.html,1664319907,STORY
da70350a-b950-3f09-99e4-8a37f608ccf6,JPM,2022-9-28,Why Mastercard Stock Price Sank Lower on Tuesday,Motley Fool,https://finance.yahoo.com/m/da70350a-b950-3f09-99e4-8a37f608ccf6/why-mastercard-stock-price.html,1664317500,STORY
