bd3c5653-73e7-3c84-9eb9-25ed477773b5,DISH,2022-9-20,"Peloton, Lululemon infringed on DISH network patents, judge decides",MarketWatch,https://finance.yahoo.com/m/bd3c5653-73e7-3c84-9eb9-25ed477773b5/peloton%2C-lululemon-infringed.html,1663264320,STORY,RelatedCompany,Text
8dc2c71e-5502-30df-a00a-e8eefb0fdf9a,DISH,2022-9-20,DISH Media Partners with SeaChange and Beachfront to Launch National Linear Programmatic,PR Newswire,https://finance.yahoo.com/news/dish-media-partners-seachange-beachfront-130500574.html,1662987900,STORY,"['DISH', 'SEAC']","[First-of-its-Kind Real-Time Ad Sales Optimization Providing advertisers flexible ad-buying across 7+ million householdsViant is the first Demand-side Platform (DSP) to utilize this new technologyNEW YORK, Sept. 12, 2022  /PRNewswire/ -- DISH Media (NASDAQ: DISH) announced a first-of-its-kind solution enabling advertisers to access premium linear TV inventory through a real-time, programmatic buying model. The solution, National Linear Programmatic (NLP), will work across DISH TV's 7+ million households nationwide. NLP is enabled by Beachfront, the sell-side ad server built for convergent TV, and SeaChange International, Inc. (NASDAQ: SEAC), a leading provider of video delivery and ad insertion platforms.(PRNewsfoto/DISH)""Pioneering this new capability is another step in our effort to build more open and interoperable solutions for our advertisers,"" said Kevin Arrix, senior vice president, DISH Media. ""The television marketplace is evolving, and providing our valuable linear TV inventory via programmatic technology is another positive step in this direction.""NLP will enhance DISH Media's existing sales channels while presenting the demand-side with a more flexible, interoperable ad-buying solution, allowing marketers to buy in a more practical, scalable and efficient way. Benefits include:Ability to expose linear inventory to be executed in real-timeFully automated buy process for linear demand partnersAbility for demand-side to plan linear alongside their digital/over-the-top buys for a more holistic view and more control of their linear exposureProvides a greater range of buyers access to linear TV""Enabling new and incremental advertising capabilities for DISH TV with our Advanced Advertising Platform is a true milestone in our quest to optimize ad yield for operators globally. Adopting the principles of addressability and automation from the digital landscape to enable real-time auctions for linear TV through industry-standard digital advertising marketplaces is a gamechanger and a growth milestone for the industry,"" said Chris Klimmer, president, SeaChange. ""Together with Beachfront, we will continue our mission to optimize ad yield for operators by attracting additional advertisers, enabling real-time bidding and automating ad sales.""Story continues""Having DISH TV deploy an automated solution is truly going to accelerate the growth of programmatic capabilities in the industry, particularly for TV media buyers, programmers and distributors,"" said Chris Maccaro, chief executive officer, Beachfront. ""Advertisers are constantly looking for the fastest, most efficient use of time and money. Having access to DISH TV's national linear TV inventory with the tools required to get a campaign live in a day will provide a lot of new flexibility.""""This exciting new offering is a great option for digital-first buyers who want to expand their reach and take advantage of DISH's linear footprint,"" said Jonathan Ahuna, senior vice president of operations, Viant. ""It delivers a one-two combination of being able to buy ads seconds before the ads' airing, then, through the power of Viant's Adelphic DSP, quickly report out on the buy, vastly reducing the traditional delay of linear reporting.""About DISH MediaDISH Media provides advertisers with intelligent solutions to efficiently maximize exposure to desired audiences across DISH TV and SLING TV while safeguarding consumer personal information. Through innovative platforms like addressable targeting and programmatic buying, viewer measurement tools and access to custom audiences on DISH TV and SLING TV, advertisers employ data-driven, demographically targeted buys that enhance their national media campaigns. Visit media.dish.com.For more information about SeaChange International, Inc. visit seachange.comFor more information about Beachfront visit beachfront.comFor more information about Viant visit viantinc.com and adelphic.com CisionView original content to download multimedia:https://www.prnewswire.com/news-releases/dish-media-partners-with-seachange-and-beachfront-to-launch-national-linear-programmatic-301621790.htmlSOURCE DISH Media]"
7a1d1a9b-6355-359d-9bbd-34110583f0d7,DISH,2022-9-20,"DISH Makes TV Easy with New Hopper Plus™ Entertainment ""All Content in One Place"" System",PR Newswire,https://finance.yahoo.com/news/dish-makes-tv-easy-hopper-120500060.html,1662552300,STORY,['DISH'],"[Everything you love to watch all in one place with live TV, On Demand content and streaming appsRaise the bar on your TV experience - no switching inputs or remotesENGLEWOOD, Colo., Sept. 7, 2022 /PRNewswire/ -- DISH Network announced the nationwide launch of its new Hopper Plus entertainment system. Three new 4K devices — Hopper Plus, Joey 4 and Wireless Joey 4 — are now seamlessly integrated with the award-winning Hopper whole-home DVR system. Hopper Plus makes TV easy with everything built into the user's DISH Home screen, including live TV, On Demand, their favorite streaming apps, and smart shelves including ""On Now,"" ""Your Games On Now &amp; Upcoming"" and ""Recent Recordings.""Powered by Android TV™, Hopper Plus users have access to Google Play, including 10,000+ apps, spanning games, video streaming and music. The simple design and innovative functionality of the Hopper Plus make accessing movies and shows faster than ever. Users can now watch all of their entertainment in one place without switching inputs or remotes.The new Hopper Plus and Joey devices add to the Hopper's industry-best experience with 2,000 hours of DVR recordings, enhanced search capability, over 60,000 free On Demand titles, and AutoHop®, which allows customers to skip commercials on select recordings. Users can also watch all their live and recorded TV shows anywhere with the DISH Anywhere app.""Since the Hopper's release, DISH has continued to be a pioneer and innovate our best-in-class Hopper system,"" said Brian Neylon, DISH TV group president. ""DISH TV is all about providing the best service, technology and value in the industry. Hopper Plus is the next evolution of our award-winning whole-home DVR system and delivers an industry-leading viewing experience. It offers convenience for our customers to do more in one place, accessing their favorite live TV, streaming services and smart-home technologies all from their DISH Home screen.""In addition to Hopper Plus, the next-generation system includes two new Joey receivers, a wired and wireless Joey 4. The Joey 4 devices extend the Hopper Plus capabilities and deliver 4K HDR video to any room in the house. The DISH Voice Remote, with Google Assistant, allows customers to use their voice to search for movies and shows, change channels, check the weather, open apps and manage various smart home devices, all on their TV. Chromecast built-in™ allows users to cast a video directly from their phone to the TV, quickly displaying content from any supported mobile app.Story continuesTechnical SpecsThe Hopper Plus and the Joey 4 devices are powered by a BCM 72160 Quad-core processor running at 2.6GHz. The devices contain 4GB of LPDDR4 RAM memory and 16GB of eMMC flash memory while supporting SD, HD and 4K HDR viewing. This next-generation product is compatible with HDMI 2.1 and USB 2.0 and is equipped with Bluetooth capabilities.To learn more about Hopper Plus, visit: https://dish.com/features/hopper-plus/About DISHDISH Network Corporation is a connectivity company. Since 1980, it has served as a disruptive force, driving innovation and value on behalf of consumers. Through its subsidiaries, the company provides television entertainment and award-winning technology to millions of customers with its satellite DISH TV and streaming SLING TV services. In 2020, the company became a nationwide U.S. wireless carrier through the acquisition of Boost Mobile. DISH continues to innovate in wireless, building the nation's first virtualized, O-RAN 5G broadband network. DISH Network Corporation (NASDAQ: DISH) is a Fortune 200 company.Google, Google Play, Android TV and Chromecast built-in are trademarks of Google LLC. DISH logo (PRNewsfoto/DISH)CisionView original content to download multimedia:https://www.prnewswire.com/news-releases/dish-makes-tv-easy-with-new-hopper-plus-entertainment-all-content-in-one-place-system-301618849.htmlSOURCE DISH Network Corporation]"
444cccd7-0459-301e-8cdd-f1c7a9e2d157,DISH,2022-9-20,"Game Show Network Goes Dark on Dish, Sling TV Over Contract Fight",Variety,https://finance.yahoo.com/m/444cccd7-0459-301e-8cdd-f1c7a9e2d157/game-show-network-goes-dark.html,1662523893,STORY,"['DISH', '6758.T']","[Sony Pictures Entertainment’s Game Show Network was removed from the lineups of Dish Network’s satellite TV and Sling TV streaming services late Tuesday, after the parties failed to reach a renewal agreement.“@dish and @Sling cancelled Game Show Network!” the network tweeted late Tuesday. “At Game Show Network we are working hard to make Game Show Network available to you again.” The tweet directed viewers to gameshownetwork.com/dish with information about how to contact Dish and switch providers.In a statement, Game Show Network said it “tried to get a deal done with Dish, but after eight months of negotiations we could not agree to their demands.”“Dish is choosing to do this to Game Show Network, an independent network, that costs virtually nothing compared to local retransmission or sports networks,” the Sony Entertainment-owned network said. GSN alleged that Dish’s removal of channels recently “has been focused on local retransmission” deal for local TV stations and regional sports networks, citing the pay-TV company’s disputes with Tegna, Sinclair Broadcast Group, Block Communications, AT&amp;T SportsNet and NBC Regional Sports Networks.Dish claimed that after “months of working with Game Show Network to reach a fair agreement, they have done an about-face and forced a programming blackout on Dish and Sling customers.” The company said it “remains open to working with Game Show Network to reach a fair agreement and hopes to restore the channel soon.”“We have been working with Game Show Network for months to finalize a fair agreement for our customers,” Andy LeCuyer, SVP of programming at Dish, said in a statement. “Unfortunately, Game Show Network made the decision to remove its service from Dish and Sling, backpedaling out of a handshake agreement to continue carriage of their service on our platforms. This is a deceitful negotiation tactic aimed at our customers, putting them in the middle.”Shows that air on GSN include “Family Feud,” “The $100,000 Pyramid,” “Deal or No Deal,” “The Match Game,” “Cash Cab,” “Master Minds” and “America Says.”Story continuesDish pointed customers to other options to continue viewing some of Game Show Network’s programming “during their forced blackout.” It noted that Dish and Sling customers can download the free Pluto TV app from Paramount to stream several Game Show Network programs. In addition, new episodes of “Family Feud” air on ABC.In 2019, Sony Pictures Entertainment bought out AT&amp;T’s 42% stake in Game Show Network for about $500 million, making the network wholly owned by SPE.Best of Variety'The Sopranos' Gets the Funko Pop Treatment in New Collectibles ReleaseFrom 'The Sandman' to 'Blonde': Books Made Into Movies and TV Series That You Should ReadJennette McCurdy's Provocative Book 'I'm Glad My Mom Died' Is Already a No. 1 Bestseller]"
c77d86c2-9aee-378f-a80c-af6ac8582104,DISH,2022-9-20,Dish (DISH) Down 7.1% Since Last Earnings Report: Can It Rebound?,Zacks,https://finance.yahoo.com/news/dish-dish-down-7-1-153103585.html,1662132663,STORY,"['DISH', 'DTTVY']","[It has been about a month since the last earnings report for Dish Network (DISH). Shares have lost about 7.1% in that time frame, underperforming the S&amp;P 500.Will the recent negative trend continue leading up to its next earnings release, or is Dish due for a breakout? Before we dive into how investors and analysts have reacted as of late, let's take a quick look at the most recent earnings report in order to get a better handle on the important drivers.DISH Network Q2 Earnings Beat, Revenues Decline Y/YDISH Network’s second-quarter 2022 earnings of 82 cents per share beat the Zacks Consensus Estimate by 24.24% but decreased 22.6% year over year.Revenues decreased 6.2% year over year to $4.21 billion and lagged the consensus mark by 1.41%.Revenues from the United States fell 6.1% year over year to $4.19 billion. Revenues from Canada and Mexico decreased 27.9% to $11.1 million.Quarterly DetailsPay-TV revenues decreased 3% year over year to $3.15 billion. DISH exited the reported quarter with 9.988 million Pay-TV subscribers, down 9.1% year over year.DISH TV subscribers declined 8.9% year over year to 7.791 million. Sling TV subscribers decreased 9.9% year over year to 2.197 million.Pay-TV ARPU increased 5.2% year over year to $101.30. Additionally, the DISH TV churn rate was 1.51% compared with the year-ago quarter’s 1.29%.Wireless revenues were $1.06 billion, down 14.5% year over year. Wireless subscribers, at the end of the reported quarter, were 7.867 million.Wireless ARPU was $37.90 while Wireless churn rate was 4.39% in the reported quarter.In the second quarter, DISH TV’s subscriber-acquisition costs increased 10.1% year over year to $980.Total cost and expenses decreased 1.8% year over year to $3.52 billion.Operating income was $692.9 million, down 23.6% year over year.Pay-TV operating income decreased 5% year over year to $785.5 million. Wireless operating loss was $92.5 million against the year-ago quarter’s income of $79.8 million.Story continuesBalance SheetAs of Jun 30, 2022, DISH Network had cash, cash equivalents and current marketable investment securities of $2.75 billion compared with $3.23 billion as of Mar 31, 2022.Total debt, as of Jun 30, 2022, was $21.09 billion compared with $21.42 billion as of Mar 31, 2022.How Have Estimates Been Moving Since Then?It turns out, estimates review have trended upward during the past month.The consensus estimate has shifted 6.93% due to these changes.VGM ScoresAt this time, Dish has a subpar Growth Score of D, however its Momentum Score is doing a bit better with a C. However, the stock was allocated a grade of A on the value side, putting it in the top 20% for this investment strategy.Overall, the stock has an aggregate VGM Score of B. If you aren't focused on one strategy, this score is the one you should be interested in.OutlookEstimates have been broadly trending upward for the stock, and the magnitude of these revisions looks promising. Notably, Dish has a Zacks Rank #3 (Hold). We expect an in-line return from the stock in the next few months.Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report DISH Network Corporation (DISH) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research]"
60d38746-ee75-321e-abbc-ec8b0ee587e6,DISH,2022-9-20,Top Communications Stocks for September 2022,Investopedia,https://finance.yahoo.com/m/60d38746-ee75-321e-abbc-ec8b0ee587e6/top-communications-stocks-for.html,1661979108,STORY,"['ATUS', 'DIS', 'LBRDP', 'NXST', 'DISH']","[These are the communications stocks with the best value, fastest growth, and most momentum for November 2022.Continue reading]"
180f5fdf-465c-315d-9b1b-2def52f6148b,DISH,2022-9-20,iMedia Brands Shares Plummet On Downbeat Guidance,Benzinga,https://finance.yahoo.com/news/imedia-brands-shares-plummet-downbeat-141319730.html,1661177599,STORY,"['DISH', 'IMBI']","[Interactive media Company iMedia Brands Inc (NASDAQ: IMBI) expects second-quarter FY22 sales of $133 million, a 17% year-on-year growth.The sales figure was below management's previously provided guidance by $25 million, driven primarily by three factors: an estimated $8 million net sales impact from ShopHQ not renewing the DISH Network Corp (NASDAQ: DISH) carriage in the quarter, an estimated $7 million net sales impact from several business divestitures, and an estimated $6 million net sales impact from the Russian conflict on 123tv net sales in Germany.The company's Q2 inventory as of July 30, 2022, is expected to be $105 million, a decrease of $10 million compared to the inventory balance as of the end of Q1 2022.iMedia sees a net loss of $(14.3) million in the quarter. It sees an adjusted EBITDA of $5 million, a 37% decrease Y/Y, and an estimated $5 million below management's previously provided guidance.The company expects FY22 sales to grow 12% Y/Y to $615 million, denoting an approximate $60 million reduction from the low end of its previous full-year guidance.It sees FY22 adjusted EBITDA to be $41 million, representing an approximate $9 million reduction from the low end of its previous full-year guidance.Meanwhile, IMBI reiterated its previous guidance to report positive quarterly EPS in 4Q22.CEO Tim Peterman said, ""And our flagship entertainment network, ShopHQ, was performing as expected until our negotiations with Dish stalled and we could not finalize the renewal terms by the renewal date.""Price Action: IMBI shares are trading lower by 23.7% at $1.32 on the last check Monday.See more from BenzingaKaraoke Products Provider Singing Machine's Q1 Revenue Nearly DoublesMcDonald's Appoints New Board MembersDon't miss real-time alerts on your stocks - join Benzinga Pro for free! Try the tool that will help you invest smarter, faster, and better.© 2022 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.]"
cda573b8-bd0f-3ad1-9a2a-32d8e6c49160,DISH,2022-9-20,"Trade Alert: The Co-Founder Of DISH Network Corporation (NASDAQ:DISH), James DeFranco, Has Just Spent US$80k Buying A Few More Shares",Simply Wall St.,https://finance.yahoo.com/news/trade-alert-co-founder-dish-100731698.html,1660298851,STORY,['DISH'],"[Even if it's not a huge purchase, we think it was good to see that James DeFranco, the Co-Founder of DISH Network Corporation (NASDAQ:DISH) recently shelled out US$80k to buy stock, at US$18.66 per share. Although the purchase is not a big one, by either a percentage standpoint or absolute value, it can be seen as a good sign. Check out our latest analysis for DISH Network DISH Network Insider Transactions Over The Last YearIn fact, the recent purchase by Co-Founder James DeFranco was not their only acquisition of DISH Network shares this year. Earlier in the year, they paid US$20.63 per share in a US$24m purchase. So it's clear an insider wanted to buy, even at a higher price than the current share price (being US$19.37). While their view may have changed since the purchase was made, this does at least suggest they have had confidence in the company's future. To us, it's very important to consider the price insiders pay for shares. Generally speaking, it catches our eye when insiders have purchased shares at above current prices, as it suggests they believed the shares were worth buying, even at a higher price.Happily, we note that in the last year insiders paid US$24m for 1.26m shares. But they sold 500.00 shares for US$22k. In total, DISH Network insiders bought more than they sold over the last year. You can see a visual depiction of insider transactions (by companies and individuals) over the last 12 months, below. If you click on the chart, you can see all the individual transactions, including the share price, individual, and the date!insider-trading-volumeThere are always plenty of stocks that insiders are buying. So if that suits your style you could check each stock one by one or you could take a look at this free list of companies. (Hint: insiders have been buying them).Does DISH Network Boast High Insider Ownership?I like to look at how many shares insiders own in a company, to help inform my view of how aligned they are with insiders. I reckon it's a good sign if insiders own a significant number of shares in the company. DISH Network insiders own about US$1.6b worth of shares (which is 15% of the company). This kind of significant ownership by insiders does generally increase the chance that the company is run in the interest of all shareholders.Story continuesSo What Do The DISH Network Insider Transactions Indicate?The recent insider purchase is heartening. We also take confidence from the longer term picture of insider transactions. Along with the high insider ownership, this analysis suggests that insiders are quite bullish about DISH Network. That's what I like to see! So while it's helpful to know what insiders are doing in terms of buying or selling, it's also helpful to know the risks that a particular company is facing. Case in point: We've spotted 3 warning signs for DISH Network you should be aware of.If you would prefer to check out another company -- one with potentially superior financials -- then do not miss this free list of interesting companies, that have HIGH return on equity and low debt.For the purposes of this article, insiders are those individuals who report their transactions to the relevant regulatory body. We currently account for open market transactions and private dispositions, but not derivative transactions.Have feedback on this article? Concerned about the content? Get in touch with us directly. Alternatively, email editorial-team (at) simplywallst.com.This article by Simply Wall St is general in nature. We provide commentary based on historical data and analyst forecasts only using an unbiased methodology and our articles are not intended to be financial advice. It does not constitute a recommendation to buy or sell any stock, and does not take account of your objectives, or your financial situation. We aim to bring you long-term focused analysis driven by fundamental data. Note that our analysis may not factor in the latest price-sensitive company announcements or qualitative material. Simply Wall St has no position in any stocks mentioned.Join A Paid User Research SessionYou’ll receive a US$30 Amazon Gift card for 1 hour of your time while helping us build better investing tools for the individual investors like yourself. Sign up here]"
bd3c5653-73e7-3c84-9eb9-25ed477773b5,DISH,2022-9-22,"Peloton, Lululemon infringed on DISH network patents, judge decides",MarketWatch,https://finance.yahoo.com/m/bd3c5653-73e7-3c84-9eb9-25ed477773b5/peloton%2C-lululemon-infringed.html,1663264320,STORY,['DISH'],[]
8dc2c71e-5502-30df-a00a-e8eefb0fdf9a,DISH,2022-9-22,DISH Media Partners with SeaChange and Beachfront to Launch National Linear Programmatic,PR Newswire,https://finance.yahoo.com/news/dish-media-partners-seachange-beachfront-130500574.html,1662987900,STORY,"['DISH', 'SEAC']","[First-of-its-Kind Real-Time Ad Sales Optimization Providing advertisers flexible ad-buying across 7+ million householdsViant is the first Demand-side Platform (DSP) to utilize this new technologyNEW YORK, Sept. 12, 2022  /PRNewswire/ -- DISH Media (NASDAQ: DISH) announced a first-of-its-kind solution enabling advertisers to access premium linear TV inventory through a real-time, programmatic buying model. The solution, National Linear Programmatic (NLP), will work across DISH TV's 7+ million households nationwide. NLP is enabled by Beachfront, the sell-side ad server built for convergent TV, and SeaChange International, Inc. (NASDAQ: SEAC), a leading provider of video delivery and ad insertion platforms.(PRNewsfoto/DISH)""Pioneering this new capability is another step in our effort to build more open and interoperable solutions for our advertisers,"" said Kevin Arrix, senior vice president, DISH Media. ""The television marketplace is evolving, and providing our valuable linear TV inventory via programmatic technology is another positive step in this direction.""NLP will enhance DISH Media's existing sales channels while presenting the demand-side with a more flexible, interoperable ad-buying solution, allowing marketers to buy in a more practical, scalable and efficient way. Benefits include:Ability to expose linear inventory to be executed in real-timeFully automated buy process for linear demand partnersAbility for demand-side to plan linear alongside their digital/over-the-top buys for a more holistic view and more control of their linear exposureProvides a greater range of buyers access to linear TV""Enabling new and incremental advertising capabilities for DISH TV with our Advanced Advertising Platform is a true milestone in our quest to optimize ad yield for operators globally. Adopting the principles of addressability and automation from the digital landscape to enable real-time auctions for linear TV through industry-standard digital advertising marketplaces is a gamechanger and a growth milestone for the industry,"" said Chris Klimmer, president, SeaChange. ""Together with Beachfront, we will continue our mission to optimize ad yield for operators by attracting additional advertisers, enabling real-time bidding and automating ad sales.""Story continues""Having DISH TV deploy an automated solution is truly going to accelerate the growth of programmatic capabilities in the industry, particularly for TV media buyers, programmers and distributors,"" said Chris Maccaro, chief executive officer, Beachfront. ""Advertisers are constantly looking for the fastest, most efficient use of time and money. Having access to DISH TV's national linear TV inventory with the tools required to get a campaign live in a day will provide a lot of new flexibility.""""This exciting new offering is a great option for digital-first buyers who want to expand their reach and take advantage of DISH's linear footprint,"" said Jonathan Ahuna, senior vice president of operations, Viant. ""It delivers a one-two combination of being able to buy ads seconds before the ads' airing, then, through the power of Viant's Adelphic DSP, quickly report out on the buy, vastly reducing the traditional delay of linear reporting.""About DISH MediaDISH Media provides advertisers with intelligent solutions to efficiently maximize exposure to desired audiences across DISH TV and SLING TV while safeguarding consumer personal information. Through innovative platforms like addressable targeting and programmatic buying, viewer measurement tools and access to custom audiences on DISH TV and SLING TV, advertisers employ data-driven, demographically targeted buys that enhance their national media campaigns. Visit media.dish.com.For more information about SeaChange International, Inc. visit seachange.comFor more information about Beachfront visit beachfront.comFor more information about Viant visit viantinc.com and adelphic.com CisionView original content to download multimedia:https://www.prnewswire.com/news-releases/dish-media-partners-with-seachange-and-beachfront-to-launch-national-linear-programmatic-301621790.htmlSOURCE DISH Media]"
